title,location,country,city,stars,rating,ratings_no,date,duration,airport,food,price,old_price
Sentido Galosol,Wypoczynek Portugalia: Madera,Portugalia, Madera,4.0,,0,18.11.2023,8,Katowice,Śniadania,4406.0,4706.0
IBEROSTAR Mehari Djerba,Wypoczynek Tunezja: Djerba,Tunezja, Djerba,4.0,5.5,12,11.05.2023,8,Katowice,All inclusive,4407.0,
White Beach Taghazout,Wypoczynek Maroko: Agadir,Maroko, Agadir,5.0,,0,15.12.2023,8,Katowice,All inclusive,4414.0,4914.0
Seaview Garden,Wypoczynek Gambia: Banjul,Gambia, Banjul,3.5,4.0,20,15.12.2023,8,Warszawa Chopin,All inclusive,4417.0,5217.0
Szwajcarski horyzont,Objazd Francja i Szwajcaria,Francja i Szwajcaria,,,4.9,98,02.06.2023,9,Warszawa Chopin,Śniadania,4419.0,
Jaz Maraya,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,5.0,5.8,18,30.05.2023,5,Warszawa Chopin,All inclusive,4419.0,
High Beach Resort,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,4.5,,0,08.10.2023,8,Katowice,All inclusive,4420.0,
Kyma Suites Beach,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,5.0,6.0,1,08.10.2023,8,Katowice,Śniadania i obiadokolacje,4420.0,
Ekscentryczny Dubaj i oddech pustyni,Objazd Zjednoczone Emiraty Arabskie: Dubaj - Abu Dhabi,Zjednoczone Emiraty Arabskie, Dubaj - Abu Dhabi,,,0,22.11.2023,8,Kraków,Śniadania,4421.0,4721.0
Avra Imperial Hotel,Wypoczynek Grecja: Kreta - Chania,Grecja, Kreta - Chania,5.0,6.0,1,08.10.2023,8,Katowice,Śniadania i obiadokolacje,4422.0,
Club Esse Palmasera Resort,Wypoczynek Włochy: Sardynia,Włochy, Sardynia,4.0,3.7,5,20.09.2023,8,Warszawa Chopin,"Śniadania, obiady i kolacje",4428.0,
Senegambia,Wypoczynek Gambia: Banjul,Gambia, Banjul,3.5,5.4,72,15.12.2023,8,Warszawa Chopin,Śniadania,4428.0,5128.0
Portugalskie must see!,Objazd + wypoczynek Portugalia: Algarve - Lizbona,Portugalia, Algarve - Lizbona,,5.3,147,09.10.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4430.0,
Hiszpania jak malowana,Objazd + wypoczynek Hiszpania: Madryt - Costa Brava,Hiszpania, Madryt - Costa Brava,,4.9,44,24.06.2023,8,Poznań,Śniadania i obiadokolacje,4435.0,
Dookoła Hiszpanii,Objazd + wypoczynek Hiszpania: Costa Brava - Costa del Sol - Madryt,Hiszpania, Costa Brava - Costa del Sol - Madryt,,5.2,191,10.07.2023,8,Katowice,Śniadania i obiadokolacje,4436.0,
Sciabache,Wypoczynek Włochy: Kalabria,Włochy, Kalabria,4.0,4.9,13,24.09.2023,8,Katowice,Śniadania i obiadokolacje,4438.0,
Zimbali Playa Spa,Wypoczynek Hiszpania: Costa Almeria - Almeria,Hiszpania, Costa Almeria - Almeria,4.5,,0,18.09.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4450.0,
Rosamar & SPA,Wypoczynek Hiszpania: Costa Brava,Hiszpania, Costa Brava,4.0,5.2,81,14.06.2023,8,Katowice,All inclusive,4452.0,
African Princess,Wypoczynek Gambia: Banjul,Gambia, Banjul,5.0,6.0,2,22.12.2023,8,Warszawa Chopin,Śniadania,4456.0,4756.0
Club Esse Shardana,Wypoczynek Włochy: Sardynia,Włochy, Sardynia,4.0,4.5,1,20.09.2023,8,Warszawa Chopin,Full Board Plus,4458.0,
Secrets Bahia Real,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,5.0,,0,11.12.2023,8,Katowice,Śniadania,4461.0,4861.0
Best Benalmadena,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,4.0,5.8,6,09.10.2023,8,Katowice,Śniadania i obiadokolacje,4461.0,
Ole Tropical Tenerife,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.7,5,12.10.2023,8,Katowice,Śniadania,4463.0,
Lopesan Baobab,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,5.0,5.8,6,12.12.2023,8,Katowice,Śniadania,4467.0,4867.0
Chamada Prestige Hotel,Wypoczynek Cypr Północny: Kyrenia,Cypr Północny, Kyrenia,5.0,,0,13.05.2023,8,Katowice,All inclusive,4471.0,
White Rock Of Kos,Wypoczynek Grecja: Kos,Grecja, Kos,5.0,,0,07.10.2023,8,Warszawa Chopin,Śniadania,4479.0,
Sardynia i Korsyka - Szmaragdowe Perły,Objazd + wypoczynek Francja i Włochy,Francja i Włochy,,,5.0,138,05.07.2023,8,Warszawa Chopin,Śniadania,4480.0,
Royal Ariston,Wypoczynek Chorwacja: Dubrownik,Chorwacja, Dubrownik,5.0,5.5,3,11.05.2023,8,Warszawa Chopin,Śniadania,4480.0,
Hotel Olympia Sky,Wypoczynek Chorwacja: Dalmacja - Kastelanska Riwiera,Chorwacja, Dalmacja - Kastelanska Riwiera,5.0,,0,14.09.2023,8,Katowice,Śniadania,4484.0,
Athena Resort,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,,0,17.09.2023,8,Katowice,All inclusive,4498.0,
Villa Glavić,Wypoczynek Chorwacja: Dalmacja - Dubrownik - Dubrovnik,Chorwacja, Dalmacja - Dubrownik - Dubrovnik,4.0,,0,18.05.2023,8,Warszawa Chopin,Śniadania,4500.0,
Best Siroco,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,4.0,,0,23.10.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4501.0,
Trzy przystanki na Morzu Jońskim,Objazd + wypoczynek Grecja: Korfu - Lefkada,Grecja, Korfu - Lefkada,,,0,17.06.2023,8,Gdańsk,Wg programu imprezy,4502.0,
Hotel Grotticelle,Wypoczynek Włochy: Kalabria,Włochy, Kalabria,3.0,5.1,27,03.09.2023,8,Katowice,Śniadania i obiadokolacje,4511.0,
Futura Club Baia di Conte,Wypoczynek Włochy: Sardynia,Włochy, Sardynia,4.0,,0,13.09.2023,8,Warszawa Chopin,All Inclusive Soft,4513.0,
ALEXANDRE Gala,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.1,22,14.12.2023,8,Katowice,Śniadania,4513.0,4813.0
Barcelo Corralejo Sands,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,4.0,,0,11.12.2023,8,Katowice,Śniadania i obiadokolacje,4516.0,4816.0
SBH Nautilus Beach,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,4.0,5.4,92,11.12.2023,8,Katowice,All inclusive,4516.0,4816.0
LABRANDA Playa Bonita,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,4.0,5.1,156,04.07.2023,9,Katowice,Śniadania i obiadokolacje,4519.0,
La Corte del Sole,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,,0,17.09.2023,8,Katowice,Śniadania,4521.0,
Jaz Steigenberger Coraya Beach,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,5.0,6.0,4,30.05.2023,5,Warszawa Chopin,All inclusive,4530.0,
IBEROSTAR Selection Fuerteventura Palace,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,5.0,5.6,29,11.12.2023,8,Katowice,Śniadania i obiadokolacje,4531.0,4931.0
Elite Suites by Rhodes Bay,Wypoczynek Grecja: Rodos,Grecja, Rodos,5.0,6.0,1,05.05.2023,4,Katowice,Śniadania,4538.0,
H10 Las Palmeras,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.0,2,14.12.2023,8,Katowice,Śniadania i obiadokolacje,4543.0,4843.0
Grand Gloria Hotel Batumi,Wypoczynek Gruzja: Batumi,Gruzja, Batumi,5.0,5.2,5,26.09.2023,8,Warszawa Chopin,Śniadania,4550.0,
Fairmont Fujairah,Wypoczynek Zjednoczone Emiraty Arabskie: Fujairah,Zjednoczone Emiraty Arabskie, Fujairah,5.0,,0,30.08.2023,8,Kraków,Śniadania,4556.0,
Baia Del Capitano Hotel,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,,0,17.09.2023,8,Katowice,Śniadania,4557.0,
BlueBay Banus,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,4.5,5.1,19,09.10.2023,8,Katowice,Śniadania i obiadokolacje,4560.0,
Club Esse Sporting,Wypoczynek Włochy: Sardynia,Włochy, Sardynia,4.0,5.2,11,20.09.2023,8,Warszawa Chopin,Full Board Plus,4560.0,
Sentido Galomar,Wypoczynek Portugalia: Madera,Portugalia, Madera,4.0,,0,18.11.2023,8,Katowice,Śniadania,4562.0,4862.0
H10 Costa Adeje Palace,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.5,5.5,11,14.12.2023,8,Katowice,Śniadania i obiadokolacje,4564.0,4864.0
Hotel Posada,Wypoczynek Włochy: Sardynia,Włochy, Sardynia,4.0,5.2,75,13.09.2023,8,Warszawa Chopin,"Śniadania, obiady i kolacje",4580.0,
Iberostar Isla Canela,Wypoczynek Hiszpania: Costa de la Luz,Hiszpania, Costa de la Luz,4.5,5.0,14,02.10.2023,8,Katowice,Śniadania i obiadokolacje,4583.0,
IBEROSTAR Playa Gaviotas Park,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,4.5,5.6,32,11.12.2023,8,Katowice,All inclusive,4585.0,4985.0
Sherwood Exclusive Kemer,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,5.8,8,06.05.2023,8,Wrocław,Ultra All Inclusive,4590.0,
Niezwykła Ziemia Obiecana,Objazd Izrael: Jerozolima - Dystrykt Północny - Tel Awiw,Izrael, Jerozolima - Dystrykt Północny - Tel Awiw,,5.6,5,03.11.2023,8,Katowice,Śniadania i obiadokolacje,4597.0,4847.0
Be Live Collection Palace De Muro,Wypoczynek Hiszpania: Majorka,Hiszpania, Majorka,5.0,,0,14.05.2023,8,Katowice,Śniadania,4598.0,
Iberostar Slavija,Wypoczynek Czarnogóra: Budva,Czarnogóra, Budva,5.0,,0,21.09.2023,8,Katowice,Śniadania,4598.0,
Barcelo Illetas Albatros,Wypoczynek Hiszpania: Majorka,Hiszpania, Majorka,4.5,,0,07.05.2023,8,Warszawa Chopin,Śniadania,4601.0,
Fiordy Express,Objazd Norwegia:  Østlandet - Hordaland - Sogn og Fjordane,Norwegia,  Østlandet - Hordaland - Sogn og Fjordane,,5.8,9,02.06.2023,5,Kraków,Śniadania,4601.0,
Cleopatra Luxury Resort,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,,0,16.12.2023,8,Katowice,All inclusive,4607.0,4907.0
Marti Resort,Wypoczynek Turcja: Marmaris,Turcja, Marmaris,5.0,5.5,6,08.05.2023,8,Katowice,Ultra All Inclusive,4610.0,
IBEROSTAR Selection Sabila,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,5.0,5.0,13,14.12.2023,8,Katowice,Śniadania,4613.0,5113.0
Włochy - O Sole Mio!,Objazd + wypoczynek Włochy: Kampania - Puglia - Bari - Capri - Kalabria,Włochy, Kampania - Puglia - Bari - Capri - Kalabria,,4.7,226,27.08.2023,8,Katowice,Śniadania,4626.0,
Taormina Park Hotel,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,,0,18.06.2023,8,Katowice,Śniadania,4627.0,
Wyndham Batumi,Wypoczynek Gruzja: Batumi,Gruzja, Batumi,5.0,5.5,12,26.09.2023,8,Warszawa Chopin,Śniadania,4629.0,
Plaza Duce,Wypoczynek Chorwacja: Makarska Riwiera,Chorwacja, Makarska Riwiera,4.0,,0,14.09.2023,8,Katowice,Śniadania,4632.0,
Uroki Korfu i dzika Albania,Objazd + wypoczynek Grecja i Albania,Grecja i Albania,,,4.5,1,17.06.2023,8,Gdańsk,Wg programu imprezy,4651.0,
Andaluzja dla Wygodnych,Objazd + wypoczynek Hiszpania: Costa Almeria,Hiszpania, Costa Almeria,,,0,19.06.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4651.0,
Portugalia i Galicja -  tam gdzie kiedyś kończył się świat,Objazd + wypoczynek Hiszpania i Portugalia,Hiszpania i Portugalia,,,5.4,142,09.10.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4651.0,
Abora Buenaventura,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,4.0,5.3,154,12.12.2023,8,Katowice,All inclusive,4657.0,5057.0
Iberotel Costa Mares,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,5.0,4.9,11,12.12.2023,8,Katowice,All inclusive,4663.0,4963.0
Iliada/Odysea,Wypoczynek Grecja: Santorini,Grecja, Santorini,3.0,4.0,9,25.09.2023,8,Warszawa Chopin,Śniadania,4668.0,
Mylome Luxury Hotel & Resort,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,21.10.2023,8,Katowice,Ultra All Inclusive,4679.0,
Hovima Costa Adeje,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.7,9,14.12.2023,8,Katowice,Śniadania i obiadokolacje,4685.0,5035.0
Hiszpania i Maroko - po obu stronach Gibraltaru,Objazd + wypoczynek Maroko: Marrakesz-Safi,Maroko, Marrakesz-Safi,,5.3,26,09.10.2023,8,Katowice,Śniadania i obiadokolacje,4689.0,
Papillon Ayscha,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,16.12.2023,8,Katowice,All inclusive,4690.0,4840.0
SBH Maxorata Resort,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,4.0,5.4,125,11.12.2023,8,Katowice,All inclusive,4692.0,4992.0
Lopesan Villa del Conde Resort & Thalasso,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,5.0,6.0,3,12.12.2023,8,Katowice,Śniadania,4723.0,5123.0
Arina Beach Resort,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,4.0,5.7,3,08.10.2023,8,Katowice,All inclusive,4727.0,
Rodostamo Hotel & SPA,Wypoczynek Grecja: Korfu,Grecja, Korfu,5.0,,0,27.09.2023,8,Katowice,Śniadania,4736.0,
Palia Las Palomas,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,4.0,5.1,100,28.08.2023,8,Katowice,All inclusive,4741.0,
Pestana Casino Studios,Wypoczynek Portugalia: Madera,Portugalia, Madera,4.0,,0,21.10.2023,8,Katowice,Bez wyżywienia,4745.0,
Ormiańskie Echa,Objazd Armenia: Erywań,Armenia, Erywań,,,0,01.10.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4747.0,
Grifid Club Hotel Arabella,Wypoczynek Bułgaria: Złote Piaski,Bułgaria, Złote Piaski,4.0,,0,09.06.2023,8,Warszawa Chopin,All inclusive,4751.0,
Vale d'Oliveiras,Wypoczynek Portugalia: Algarve,Portugalia, Algarve,5.0,,0,02.10.2023,8,Katowice,Śniadania,4755.0,
Mozaika z Afrodytą,Objazd Cypr Północny: Kyrenia - Ercan,Cypr Północny, Kyrenia - Ercan,,5.1,69,30.09.2023,8,Katowice,Śniadania,4756.0,
Rada Siri,Wypoczynek Włochy: Kalabria,Włochy, Kalabria,4.0,4.9,34,24.09.2023,8,Katowice,Śniadania i obiadokolacje,4771.0,
IBEROSTAR Las Dalias,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.6,43,14.12.2023,8,Katowice,All inclusive,4784.0,5284.0
Plaza Omiś,Wypoczynek Chorwacja: Makarska Riwiera,Chorwacja, Makarska Riwiera,4.0,5.6,9,27.07.2023,8,Katowice,Śniadania i obiadokolacje,4789.0,
Złote wrota pustyni,Objazd Zjednoczone Emiraty Arabskie i Oman,Zjednoczone Emiraty Arabskie i Oman,,,5.4,95,27.09.2023,8,Kraków,Śniadania,4791.0,
Pestana Carlton Madeira,Wypoczynek Portugalia: Madera,Portugalia, Madera,5.0,,0,21.10.2023,8,Katowice,Śniadania,4795.0,
High Beach White,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,4.5,,0,08.10.2023,8,Katowice,Śniadania i obiadokolacje,4797.0,
Almerimar,Wypoczynek Hiszpania: Costa Almeria,Hiszpania, Costa Almeria,4.0,5.3,19,04.09.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4800.0,
Suites & Villas by Dunas,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,4.0,5.0,1,12.12.2023,8,Katowice,Śniadania i obiadokolacje,4806.0,5206.0
Don Gregory by Dunas,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,4.0,6.0,3,12.12.2023,8,Katowice,Śniadania i obiadokolacje,4806.0,5206.0
Sultan Gardens,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,5.5,45,16.12.2023,8,Katowice,All inclusive,4809.0,5109.0
Sol Marbella Estepona Atalaya Park,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,4.0,5.3,2,09.10.2023,8,Katowice,Śniadania i obiadokolacje,4811.0,
Aminess Khalani Beach Hotel,Wypoczynek Chorwacja: Makarska Riwiera,Chorwacja, Makarska Riwiera,5.0,,0,28.09.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4818.0,
VOI Floriana Resort,Wypoczynek Włochy: Kalabria,Włochy, Kalabria,4.0,,0,24.09.2023,8,Katowice,Śniadania i obiadokolacje,4822.0,
RG Naxos Hotel (ex. Hilton Giardini Naxos),Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,5.3,3,18.06.2023,8,Katowice,Śniadania,4833.0,
Spring Hotel Bitacora,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,6.0,1,14.12.2023,8,Katowice,Śniadania i obiadokolacje,4835.0,5185.0
Andaluzja warta zobaczenia,Objazd + wypoczynek Hiszpania: Costa del Sol - Costa Almeria,Hiszpania, Costa del Sol - Costa Almeria,,5.4,205,15.05.2023,8,Warszawa Chopin,Śniadania i obiadokolacje,4850.0,
Fiordy - Droga Atlantycka,Objazd Norwegia:  Østlandet - Sør-Trøndelag - Vestlandet,Norwegia,  Østlandet - Sør-Trøndelag - Vestlandet,,5.5,208,15.09.2023,8,Warszawa Chopin,Śniadania,4870.0,
Bamboo Village,Wypoczynek Gambia,Gambia,,3.0,6.0,3,15.12.2023,8,Warszawa Chopin,All inclusive,4876.0,5676.0
Valamar President,Wypoczynek Chorwacja: Dubrownik,Chorwacja, Dubrownik,5.0,5.5,2,04.05.2023,8,Warszawa Chopin,Śniadania,4879.0,
Elea Beach Hotel,Wypoczynek Grecja: Korfu,Grecja, Korfu,4.0,4.7,3,02.09.2023,8,Wrocław,Śniadania i obiadokolacje,4879.0,
Portugalia dla wygodnych,Objazd Portugalia: Lizbona,Portugalia, Lizbona,,6.0,4,11.08.2023,9,Warszawa Chopin,Wg programu imprezy,4884.0,
Landmar Costa Los Gigantes,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,5.8,34,14.12.2023,8,Katowice,All inclusive,4885.0,5335.0
Palia La Roca,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,3.0,5.3,26,23.06.2023,8,Warszawa Chopin,All inclusive,4890.0,
Porto Kaleo Resort,Wypoczynek Włochy: Kalabria,Włochy, Kalabria,4.0,,0,17.09.2023,8,Katowice,All Inclusive light,4893.0,
Cook’s Club,Wypoczynek Grecja: Korfu,Grecja, Korfu,5.0,,0,20.05.2023,8,Warszawa Chopin,All inclusive,4901.0,
Elba Sunset Mallorca Lifestyle & Thalasso SPA,Wypoczynek Hiszpania: Majorka,Hiszpania, Majorka,4.0,,0,04.10.2023,8,Poznań,Śniadania,4913.0,
Emelda Sun Club,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,20.05.2023,8,Wrocław,Ultra All Inclusive,4921.0,
Grifid Metropol,Wypoczynek Bułgaria: Złote Piaski,Bułgaria, Złote Piaski,4.0,,0,12.09.2023,8,Wrocław,Ultra All Inclusive,4927.0,
Vida Beach Resort,Wypoczynek Zjednoczone Emiraty Arabskie: Umm Al Quwain,Zjednoczone Emiraty Arabskie, Umm Al Quwain,5.0,,0,15.12.2023,8,Katowice,All inclusive,4929.0,5429.0
Swandor Hotels and Resort,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,6.0,1,06.05.2023,8,Wrocław,Ultra All Inclusive,4940.0,
Splendid hotel la Torre,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,5.5,2,18.06.2023,8,Katowice,Śniadania i obiadokolacje,4951.0,
Baron Palace Sahl Hasheesh,Wypoczynek Egipt: Hurghada,Egipt, Hurghada,5.0,,0,17.12.2023,5,Katowice,All Inclusive Premium,4951.0,5251.0
Bab Al Qasr,Wypoczynek Zjednoczone Emiraty Arabskie: Abu Dhabi,Zjednoczone Emiraty Arabskie, Abu Dhabi,5.0,5.8,6,30.08.2023,8,Kraków,Śniadania,4955.0,
Sheraton Abu Dhabi Hotel and Resort,Wypoczynek Zjednoczone Emiraty Arabskie: Abu Dhabi,Zjednoczone Emiraty Arabskie, Abu Dhabi,5.0,5.4,8,30.08.2023,8,Kraków,Śniadania,4955.0,
Barcelo Marbella,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,4.0,5.3,2,09.10.2023,8,Katowice,Śniadania,4958.0,
Alvor Baia Resort,Wypoczynek Portugalia,Portugalia,,4.0,5.7,13,18.09.2023,8,Katowice,All inclusive,4960.0,
Barcelo Corralejo Bay,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,4.0,,0,11.12.2023,8,Katowice,Śniadania i obiadokolacje,4961.0,5411.0
Landmar Playa La Arena,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.5,5.3,391,14.12.2023,8,Katowice,All inclusive,4964.0,5314.0
Real Marina,Wypoczynek Portugalia: Algarve,Portugalia, Algarve,5.0,,0,02.10.2023,8,Katowice,Śniadania,4972.0,
The Land of Legends - Kingdom Hotel,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,02.12.2023,8,Katowice,All inclusive,4978.0,5378.0
Occidental Isla Cristina,Wypoczynek Hiszpania: Costa de la Luz,Hiszpania, Costa de la Luz,4.0,,0,02.10.2023,8,Katowice,All inclusive,5007.0,
Spring Hotel Vulcano,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,,0,14.12.2023,8,Katowice,Śniadania i obiadokolacje,5007.0,5357.0
Parasol Garden,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,3.0,5.5,17,09.10.2023,8,Katowice,All inclusive,5010.0,
Xanadu Island,Wypoczynek Turcja: Riwiera Egejska,Turcja, Riwiera Egejska,5.0,6.0,3,07.05.2023,8,Warszawa Chopin,Ultra All Inclusive,5029.0,
Steigenberger Resort Alaya,Wypoczynek Egipt: Marsa Alam,Egipt, Marsa Alam,5.0,,0,30.05.2023,5,Warszawa Chopin,All inclusive,5030.0,
Akrotiri Beach,Wypoczynek Grecja: Korfu,Grecja, Korfu,4.0,5.5,4,27.09.2023,8,Katowice,Śniadania i obiadokolacje,5033.0,
LABRANDA Suites Costa Adeje (ex.LABRANDA Isla Bonita),Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,4.0,4.7,198,26.10.2023,8,Katowice,Śniadania i obiadokolacje,5036.0,
Grande Real Santa Eulalia,Wypoczynek Portugalia: Algarve,Portugalia, Algarve,5.0,,0,02.10.2023,8,Katowice,Śniadania,5038.0,
Scoglio del Leone,Wypoczynek Włochy: Kalabria,Włochy, Kalabria,4.0,5.1,35,04.06.2023,8,Katowice,Śniadania i obiadokolacje,5038.0,
Hellenia Yachting Hotel,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,4.8,4,27.08.2023,8,Katowice,Śniadania,5042.0,
Limak Lara Deluxe Hotel&Resort,Wypoczynek Turcja: Riwiera Turecka,Turcja, Riwiera Turecka,5.0,,0,21.10.2023,8,Katowice,Ultra All Inclusive,5043.0,
Globales Maioris,Wypoczynek Hiszpania: Majorka,Hiszpania, Majorka,4.0,5.5,1,07.06.2023,8,Gdańsk,All inclusive,5043.0,
Maspalomas Resort by Dunas,Wypoczynek Hiszpania: Gran Canaria,Hiszpania, Gran Canaria,4.0,5.3,9,12.12.2023,8,Katowice,All inclusive,5044.0,5444.0
Lord’s Palace Hotel & Spa,Wypoczynek Cypr Północny: Kyrenia - Ercan,Cypr Północny, Kyrenia - Ercan,5.0,5.4,11,13.05.2023,8,Katowice,All Inclusive Soft,5048.0,
SBH Costa Calma Palace,Wypoczynek Hiszpania: Fuerteventura,Hiszpania, Fuerteventura,4.0,5.0,5,04.12.2023,8,Katowice,Śniadania i obiadokolacje,5054.0,5354.0
India Express,Objazd Indie: New Delhi - Radżastan - Goa,Indie, New Delhi - Radżastan - Goa,,5.7,3,17.12.2023,7,Warszawa Chopin,Śniadania i obiadokolacje,5056.0,5556.0
Falkensteiner Club Funimation Calabria (ex. Garden Resort Calabria),Wypoczynek Włochy: Kalabria,Włochy, Kalabria,4.0,5.4,228,03.09.2023,8,Katowice,All inclusive,5059.0,
Les orangers Garden Villa & Bungalows,Wypoczynek Tunezja: Nabul,Tunezja, Nabul,5.0,,0,22.06.2023,8,Katowice,All inclusive,5067.0,
Shalom Israel - zobacz i odpocznij!,Objazd + wypoczynek Izrael: Jerozolima - Tel Awiw,Izrael, Jerozolima - Tel Awiw,,5.0,19,08.12.2023,4,Katowice,Śniadania i obiadokolacje,5073.0,5323.0
Costa Verde,Wypoczynek Włochy: Sycylia,Włochy, Sycylia,4.0,5.1,23,11.06.2023,8,Katowice,Śniadania i obiadokolacje,5073.0,
Rixos Seagate Sharm (ex. Grand Azure Resort),Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,4.7,9,16.12.2023,8,Katowice,Ultra All Inclusive,5080.0,5580.0
Rixos Sharm El Sheikh,Wypoczynek Egipt: Sharm el Sheikh,Egipt, Sharm el Sheikh,5.0,6.0,1,16.12.2023,8,Katowice,Ultra All Inclusive,5080.0,5580.0
Sunbeach,Wypoczynek Gambia: Banjul,Gambia, Banjul,4.0,5.6,16,01.12.2023,8,Warszawa Chopin,All inclusive,5080.0,5880.0
Impressive Playa Granada Club Resort,Wypoczynek Hiszpania: Costa del Sol,Hiszpania, Costa del Sol,4.0,5.5,15,09.10.2023,8,Katowice,All inclusive,5082.0,
Iberostar Heritage Grand Mencey,Wypoczynek Hiszpania: Teneryfa,Hiszpania, Teneryfa,5.0,,0,19.10.2023,8,Katowice,Śniadania,5113.0,
Irlandia i Irlandia Północna - legendy wykute w skałach,Objazd Irlandia i Irlandia Północna,Irlandia i Irlandia Północna,,,5.3,26,23.08.2023,8,Warszawa Modlin,Śniadania,5119.0,
IBEROSTAR Herceg Novi,Wypoczynek Czarnogóra: Herceg Novi,Czarnogóra, Herceg Novi,4.0,5.2,22,28.09.2023,8,Warszawa Chopin,All inclusive,5129.0,
Amirandes Grecotel,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,5.0,,0,08.10.2023,8,Katowice,Śniadania,5139.0,
Minos Palace hotel & Suites,Wypoczynek Grecja: Kreta - Heraklion,Grecja, Kreta - Heraklion,5.0,,0,08.10.2023,8,Katowice,Śniadania,5157.0,
